ObsTime	StnPres	SeaPres	StnPresMax	StnPresMaxTime	StnPresMin	StnPresMinTime	Temperature	T Max	T Max Time	T Min	T Min Time	Td dew point	RH	RHMin	RHMinTime	WS	WD	WSGust	WDGust	WGustTime	Precp	PrecpHour	PrecpMax10	PrecpMax10Time	PrecpMax60	PrecpMax60Time	SunShine	SunShineRate	GloblRad	VisbMean	EvapA	UVI Max	UVI Max Time	Cloud Amount
11	984	...	985	2016/6/12 00:00	982.6	2016/6/11 15:11	25.3	28.4	2016/6/11 09:22	23.5	2016/6/11 02:44	...	86	68	2016/6/11 19:25	1.5	224	14.8	231	2016/6/11 16:05	3.5	...	...	...	...	...	...	...	...	...	...	...	...	...
12	982.1	...	984.6	2016/6/12 00:02	979.7	2016/6/12 23:58	26.8	31	2016/6/12 10:58	24.1	2016/6/12 03:54	...	78	60	2016/6/12 23:45	2.8	220	19.2	222	2016/6/12 17:50	1	...	...	...	...	...	...	...	...	...	...	...	...	...
13	980.8	...	...	...	...	...	27.4	...	...	...	...	...	73	...	...	4.2	228	...	...	...	30.5	...	...	...	...	...	...	...	...	...	...	...	...	...
14	981.9	...	...	...	...	...	23.9	...	...	...	...	...	91	...	...	0.8	208	...	...	...	68	...	...	...	...	...	...	...	...	...	...	...	...	...
15	981.8	...	...	...	...	...	28.1	...	...	...	...	...	77	...	...	2.6	224	...	...	...	0.5	...	...	...	...	...	...	...	...	...	...	...	...	...
16	982.7	...	985.1	2016/6/16 22:18	981	2016/6/16 01:06	29.4	33.1	2016/6/16 12:42	24.7	2016/6/16 02:03	...	70	58	2016/6/16 10:00	3.4	227	13.1	225	2016/6/16 13:10	0	...	...	...	...	...	...	...	...	...	...	...	...	...
17	986.6	...	989.9	2016/6/17 21:21	983.9	2016/6/17 01:25	28	33	2016/6/17 13:00	23.9	2016/6/17 23:26	...	78	59	2016/6/17 10:29	1.3	207	7.9	233	2016/6/17 16:28	0.5	...	...	...	...	...	...	...	...	...	...	...	...	...
18	989.1	...	990.9	2016/6/18 21:25	987.5	2016/6/18 04:29	27.4	32.8	2016/6/18 12:01	23.8	2016/6/18 02:15	...	80	58	2016/6/18 11:34	1.1	209	7.1	229	2016/6/18 14:10	0	...	...	...	...	...	...	...	...	...	...	...	...	...
19	988.6	...	990	2016/6/19 08:07	986.9	2016/6/19 15:44	27.7	32.9	2016/6/19 12:07	23.4	2016/6/19 03:51	...	78	56	2016/6/19 11:54	0.8	5	5.6	36	2016/6/19 15:13	0	...	...	...	...	...	...	...	...	...	...	...	...	...
20	987	...	987.9	2016/6/21 00:00	985.6	2016/6/20 14:46	27.7	32.7	2016/6/20 10:38	25	2016/6/20 03:20	...	78	61	2016/6/20 10:30	0.8	185	6.4	147	2016/6/20 15:47	0	...	...	...	...	...	...	...	...	...	...	...	...	...
21	986.8	...	988.1	2016/6/21 09:51	985.9	2016/6/21 18:05	28.3	33.4	2016/6/21 12:50	24.1	2016/6/21 04:56	...	75	56	2016/6/21 11:00	1.5	212	7.9	218	2016/6/21 14:13	0	...	...	...	...	...	...	...	...	...	...	...	...	...
22	986.2	...	987.5	2016/6/22 07:37	984.7	2016/6/22 16:54	29.2	33.8	2016/6/22 12:20	24.7	2016/6/22 04:42	...	75	59	2016/6/22 11:56	1.8	227	8.7	224	2016/6/22 15:29	0	...	...	...	...	...	...	...	...	...	...	...	...	...
23	985.5	...	987.1	2016/6/23 07:54	984.4	2016/6/23 16:03	29	33.6	2016/6/23 14:09	25.3	2016/6/23 02:44	...	77	59	2016/6/23 14:15	1.3	206	7.3	238	2016/6/23 13:38	0	...	...	...	...	...	...	...	...	...	...	...	...	...
24	985.4	...	986.9	2016/6/24 22:14	984.1	2016/6/24 14:30	28.4	33.8	2016/6/24 12:49	25.9	2016/6/24 22:41	...	76	60	2016/6/24 13:34	1.3	212	7.6	225	2016/6/24 14:09	0	...	...	...	...	...	...	...	...	...	...	...	...	...
25	986.3	...	988.8	2016/6/25 23:01	984.5	2016/6/25 05:11	29	33.6	2016/6/25 12:02	25	2016/6/25 04:22	...	75	60	2016/6/25 12:03	1.4	215	9.3	230	2016/6/25 14:09	0	...	...	...	...	...	...	...	...	...	...	...	...	...
26	987.1	...	988.2	2016/6/26 00:02	985.5	2016/6/26 15:50	29	33.1	2016/6/26 13:10	26.5	2016/6/26 03:09	...	77	61	2016/6/26 13:08	0.6	206	5.3	2	2016/6/26 14:59	0	...	...	...	...	...	...	...	...	...	...	...	...	...
27	986.3	...	988	2016/6/27 22:08	984.6	2016/6/27 14:28	29.1	34.6	2016/6/27 10:08	24.9	2016/6/27 05:32	...	74	53	2016/6/27 10:43	0.6	33	4.8	11	2016/6/27 14:14	0	...	...	...	...	...	...	...	...	...	...	...	...	...
28	988	...	990.7	2016/6/28 23:05	985.4	2016/6/28 04:22	27.6	34.1	2016/6/28 13:26	23.8	2016/6/28 16:23	...	80	55	2016/6/28 12:24	1.2	206	10.3	135	2016/6/28 15:34	25	...	...	...	...	...	...	...	...	...	...	...	...	...
29	989.8	...	992.8	2016/6/29 23:02	987.9	2016/6/29 16:06	27.7	34.1	2016/6/29 11:28	23.1	2016/6/29 23:26	...	82	60	2016/6/29 11:32	1.2	212	6.3	17	2016/6/29 11:47	8.5	...	...	...	...	...	...	...	...	...	...	...	...	...
30	989.4	...	992	2016/7/1 00:00	987.3	2016/6/30 17:04	27.5	32.3	2016/6/30 13:32	23.4	2016/6/30 05:36	...	79	62	2016/6/30 13:26	0.7	208	4.2	243	2016/6/30 13:20	0	...	...	...	...	...	...	...	...	...	...	...	...	...
