ObsTime,StnPres,SeaPres,StnPresMax,StnPresMaxTime,StnPresMin,StnPresMinTime,Temperature,T Max,T Max Time,T Min,T Min Time,Td dew point,RH,RHMin,RHMinTime,WS,WD,WSGust,WDGust,WGustTime,Precp,PrecpHour,PrecpMax10,PrecpMax10Time,PrecpMax60,PrecpMax60Time,SunShine,SunShineRate,GloblRad,VisbMean,EvapA,UVI Max,UVI Max Time,Cloud Amount
11,987.4,...,989.2,2008/5/11 00:09,985.6,2008/5/11 14:23,18.9,22.5,2008/5/11 13:53,16.3,2008/5/11 23:56,...,65,45,2008/5/11 14:32,4.6,69,14,26,2008/5/11 16:23,0,...,...,...,...,...,/,...,...,...,...,...,...,...
12,987.7,...,989.5,2008/5/12 21:25,986.1,2008/5/12 16:26,19.7,25.1,2008/5/12 15:05,15.1,2008/5/12 03:46,...,58,16,2008/5/12 16:29,3.3,50,9.3,8,2008/5/12 12:33,0,...,...,...,...,...,/,...,...,...,...,...,...,...
13,989.6,...,991.5,2008/5/13 09:26,987.8,2008/5/13 02:10,20.9,24.8,2008/5/13 15:15,16.1,2008/5/13 01:39,...,67,54,2008/5/13 15:27,5.1,41,14.5,77,2008/5/13 12:43,0,...,...,...,...,...,/,...,...,...,...,...,...,...
14,988.4,...,990.4,2008/5/14 08:26,986.4,2008/5/14 16:20,21.7,24.6,2008/5/14 13:01,19.6,2008/5/14 03:23,...,61,50,2008/5/14 12:53,5.7,66,16,72,2008/5/14 10:41,0,...,...,...,...,...,/,...,...,...,...,...,...,...
15,986.1,...,988.1,2008/5/15 09:17,984.4,2008/5/15 16:17,21.6,25.4,2008/5/15 12:05,19.5,2008/5/15 05:19,...,68,51,2008/5/15 11:34,5.2,40,15.2,29,2008/5/15 18:18,0,...,...,...,...,...,/,...,...,...,...,...,...,...
16,985.8,...,987.6,2008/5/16 07:33,984.6,2008/5/16 17:06,22.5,27.1,2008/5/16 11:21,19.5,2008/5/16 05:22,...,73,54,2008/5/16 11:23,3.1,41,11.8,33,2008/5/16 01:19,0,...,...,...,...,...,/,...,...,...,...,...,...,...
17,983.6,...,985.8,2008/5/17 08:16,981.8,2008/5/17 17:03,24.6,31,2008/5/17 12:07,19,2008/5/17 04:19,...,65,39,2008/5/17 11:54,1.2,21,52.7,254,2008/5/17 10:03,0,...,...,...,...,...,/,...,...,...,...,...,...,...
18,981.8,...,983.7,2008/5/18 22:22,979.7,2008/5/18 15:32,25.6,30.6,2008/5/18 12:35,20.1,2008/5/18 04:40,...,64,42,2008/5/18 12:04,1.4,8,36.5,146,2008/5/18 08:41,0,...,...,...,...,...,/,...,...,...,...,...,...,...
19,986.1,...,989.6,2008/5/19 21:03,983,2008/5/19 01:22,20.8,24.4,2008/5/19 00:01,16.9,2008/5/19 23:31,...,84,63,2008/5/19 23:54,1.8,229,8.7,27,2008/5/19 08:56,7,...,...,...,...,...,/,...,...,...,...,...,...,...
20,987.8,...,989.2,2008/5/20 00:09,985.4,2008/5/20 16:03,21,26.6,2008/5/20 14:17,14.8,2008/5/20 04:49,...,59,41,2008/5/20 14:29,2.4,58,11.6,27,2008/5/20 09:18,1,...,...,...,...,...,/,...,...,...,...,...,...,...
21,987.5,...,988.9,2008/5/21 06:52,986.5,2008/5/21 15:53,22.3,26.5,2008/5/21 13:00,19.5,2008/5/21 01:24,...,76,53,2008/5/21 13:15,1.2,124,36.2,100,2008/5/21 11:14,10,...,...,...,...,...,/,...,...,...,...,...,...,...
22,986.5,...,987.8,2008/5/22 22:08,985.2,2008/5/22 14:38,24.6,28.8,2008/5/22 09:27,20.8,2008/5/22 02:00,...,81,63,2008/5/22 09:30,0.9,240,30.2,197,2008/5/22 10:26,0,...,...,...,...,...,/,...,...,...,...,...,...,...
23,985.7,...,987.8,2008/5/23 06:52,983.3,2008/5/23 16:25,26.5,31.5,2008/5/23 12:10,22.5,2008/5/23 03:08,...,75,51,2008/5/23 11:19,1.4,211,15.9,165,2008/5/23 09:30,0,...,...,...,...,...,/,...,...,...,...,...,...,...
24,983.1,...,984.9,2008/5/24 00:01,981.4,2008/5/24 15:04,27,30.6,2008/5/24 11:11,23.7,2008/5/24 03:32,...,73,56,2008/5/24 10:32,1.5,237,30.1,224,2008/5/24 09:51,0,...,...,...,...,...,/,...,...,...,...,...,...,...
25,984.3,...,986.8,2008/5/25 21:35,982.6,2008/5/25 02:14,26.6,30.8,2008/5/25 14:30,23.2,2008/5/25 23:59,...,73,56,2008/5/25 14:33,1.5,200,36,182,2008/5/25 08:56,0,...,...,...,...,...,/,...,...,...,...,...,...,...
26,985.7,...,987.6,2008/5/26 10:34,984.2,2008/5/26 16:16,24.6,28.4,2008/5/26 15:33,22.9,2008/5/26 05:46,...,83,65,2008/5/26 15:35,0.6,115,19.3,66,2008/5/26 14:46,11.5,...,...,...,...,...,/,...,...,...,...,...,...,...
27,983.6,...,985.7,2008/5/27 00:05,981.5,2008/5/27 23:47,25.9,30.3,2008/5/27 12:46,22.9,2008/5/27 05:32,...,79,55,2008/5/27 11:25,1.2,29,36.8,15,2008/5/27 08:41,0.5,...,...,...,...,...,/,...,...,...,...,...,...,...
28,980.2,...,982,2008/5/28 09:07,977.8,2008/5/28 16:15,27.6,33,2008/5/28 14:03,22.3,2008/5/28 05:22,...,66,45,2008/5/28 14:01,2.5,229,35.6,160,2008/5/28 14:02,0,...,...,...,...,...,/,...,...,...,...,...,...,...
29,980.7,...,983.1,2008/5/29 22:50,978.2,2008/5/29 02:21,28.3,32,2008/5/29 12:30,25.5,2008/5/29 22:36,...,62,49,2008/5/29 14:06,3.9,230,15.4,267,2008/5/29 15:33,0,...,...,...,...,...,/,...,...,...,...,...,...,...
30,982.7,...,986.4,2008/5/30 22:30,980.8,2008/5/30 14:12,27.1,32.1,2008/5/30 11:08,21.1,2008/5/30 23:53,...,69,45,2008/5/30 10:25,3.2,229,14.5,245,2008/5/30 12:28,88.5,...,...,...,...,...,/,...,...,...,...,...,...,...
31,985.4,...,986.7,2008/5/31 09:01,983.9,2008/5/31 02:47,20.7,22.3,2008/5/31 12:59,19.2,2008/5/31 18:54,...,86,70,2008/5/31 13:22,2.7,38,9.1,89,2008/5/31 12:03,6,...,...,...,...,...,/,...,...,...,...,...,...,...
