ObsTime	StnPres	SeaPres	StnPresMax	StnPresMaxTime	StnPresMin	StnPresMinTime	Temperature	T Max	T Max Time	T Min	T Min Time	Td dew point	RH	RHMin	RHMinTime	WS	WD	WSGust	WDGust	WGustTime	Precp	PrecpHour	PrecpMax10	PrecpMax10Time	PrecpMax60	PrecpMax60Time	SunShine	SunShineRate	GloblRad	VisbMean	EvapA	UVI Max	UVI Max Time	Cloud Amount
11	987	...	988.6	2020/5/11 08:14	985.5	2020/5/11 15:47	23.8	26.4	2020/5/11 12:36	16.3	2020/5/11 22:22	...	89	75	2020/5/11 14:21	0.6	40	5.1	45	2020/5/11 07:58	0	...	...	...	...	...	...	...	...	...	...	...	...	...
12	987.7	...	989.4	2020/5/12 22:23	985.7	2020/5/12 04:02	21.2	22.7	2020/5/12 05:53	16.3	2020/5/12 00:01	...	93	84	2020/5/12 23:41	0.6	4	4.3	94	2020/5/12 18:23	8.5	...	...	...	...	...	...	...	...	...	...	...	...	...
13	989.2	...	991.2	2020/5/13 09:06	987.7	2020/5/13 03:13	23.7	27.2	2020/5/13 13:43	15.7	2020/5/13 05:15	...	70	49	2020/5/13 10:04	1.9	50	9.1	37	2020/5/13 08:58	0	...	...	...	...	...	...	...	...	...	...	...	...	...
14	988.2	...	989.9	2020/5/14 08:55	986.3	2020/5/14 17:14	25.2	30.2	2020/5/14 11:36	15.8	2020/5/14 01:42	...	75	58	2020/5/14 11:41	0.4	213	3.9	42	2020/5/14 11:22	0	...	...	...	...	...	...	...	...	...	...	...	...	...
15	985.9	...	987.4	2020/5/16 00:00	984.6	2020/5/15 16:59	26.5	30.1	2020/5/15 12:47	17.6	2020/5/15 06:11	...	76	56	2020/5/15 08:32	0.5	233	4.9	218	2020/5/15 14:36	0	...	...	...	...	...	...	...	...	...	...	...	...	...
16	985.5	...	987	2020/5/16 09:44	984.2	2020/5/16 21:34	25.1	30.4	2020/5/16 09:56	21.6	2020/5/16 21:55	...	85	63	2020/5/16 09:49	0.6	3	7.9	107	2020/5/16 15:40	24.5	...	...	...	...	...	...	...	...	...	...	...	...	...
17	982.1	...	984.4	2020/5/18 00:00	979.7	2020/5/17 16:04	26.3	30.8	2020/5/17 11:26	21.2	2020/5/17 04:57	...	75	56	2020/5/17 14:32	0.6	47	3.9	219	2020/5/17 23:35	0	...	...	...	...	...	...	...	...	...	...	...	...	...
18	980.6	...	983.2	2020/5/18 10:37	978.4	2020/5/18 03:26	23.8	27.1	2020/5/18 08:34	15.4	2020/5/18 11:21	...	89	74	2020/5/18 08:43	0.6	226	9.2	212	2020/5/18 10:35	20	...	...	...	...	...	...	...	...	...	...	...	...	...
19	983.7	...	985.9	2020/5/19 21:31	980.6	2020/5/19 01:55	21.2	23.4	2020/5/19 00:30	14.7	2020/5/19 22:52	...	94	81	2020/5/19 00:29	0.4	5	3.8	38	2020/5/19 14:26	8	...	...	...	...	...	...	...	...	...	...	...	...	...
20	985.6	...	986.9	2020/5/20 09:51	984.7	2020/5/20 03:34	22.3	25.7	2020/5/20 11:58	14.5	2020/5/20 01:42	...	93	76	2020/5/20 12:41	0.5	95	3.7	47	2020/5/20 14:38	3.5	...	...	...	...	...	...	...	...	...	...	...	...	...
21	983.5	...	983	2020/5/21 22:26	981.5	2020/5/21 16:42	23.1	23.9	2020/5/21 16:04	21.7	2020/5/21 20:52	...	93	96	2020/5/21 16:20	0.2	22	3.8	185	2020/5/21 18:37	31.5	...	...	...	...	...	...	...	...	...	...	...	...	...
22	980.6	...	982.5	2020/5/22 00:01	979.2	2020/5/22 15:55	22.6	24.3	2020/5/22 09:36	20.6	2020/5/22 01:01	...	99	95	2020/5/22 09:50	0.2	34	3.7	79	2020/5/22 18:24	55	...	...	...	...	...	...	...	...	...	...	...	...	...
23	983	...	985.1	2020/5/23 22:50	980.6	2020/5/23 03:59	22.1	23.4	2020/5/23 14:55	20.9	2020/5/23 08:11	...	98	92	2020/5/23 15:26	0.4	19	3.9	49	2020/5/23 05:27	8	...	...	...	...	...	...	...	...	...	...	...	...	...
24	985.8	...	987.1	2020/5/24 22:04	984.4	2020/5/24 01:39	24.2	28.5	2020/5/24 13:51	20.8	2020/5/24 01:15	...	86	66	2020/5/24 13:40	0.6	43	5.6	100	2020/5/24 12:06	0.5	...	...	...	...	...	...	...	...	...	...	...	...	...
25	986.7	...	987.9	2020/5/25 08:16	985.9	2020/5/25 14:25	24.8	29	2020/5/25 12:26	21.6	2020/5/25 00:01	...	88	70	2020/5/25 12:48	0.2	37	2.5	327	2020/5/25 12:34	1	...	...	...	...	...	...	...	...	...	...	...	...	...
26	984.6	...	986.7	2020/5/26 00:40	982.7	2020/5/26 17:37	26.2	29.9	2020/5/26 10:35	22.7	2020/5/26 04:02	...	83	66	2020/5/26 10:42	0.8	227	7	207	2020/5/26 14:57	3	...	...	...	...	...	...	...	...	...	...	...	...	...
27	986.3	...	988.2	2020/5/27 21:05	984.3	2020/5/27 03:57	22.8	24.9	2020/5/27 00:01	20.8	2020/5/27 23:50	...	94	85	2020/5/27 11:45	0.5	73	5	88	2020/5/27 10:09	11.5	...	...	...	...	...	...	...	...	...	...	...	...	...
28	988	...	989.6	2020/5/28 21:28	986.6	2020/5/28 03:00	21.8	22.8	2020/5/28 16:39	20.3	2020/5/28 01:16	...	99	93	2020/5/28 00:26	0.2	67	3.6	34	2020/5/28 00:32	107	...	...	...	...	...	...	...	...	...	...	...	...	...
29	988	...	989	2020/5/29 22:36	986.8	2020/5/29 15:57	24.5	28.2	2020/5/29 12:06	21.7	2020/5/30 00:00	...	93	78	2020/5/29 10:01	0.2	86	3.5	33	2020/5/29 16:09	0.5	...	...	...	...	...	...	...	...	...	...	...	...	...
30	987.2	...	988.5	2020/5/30 09:00	985.3	2020/5/30 15:58	27.2	31.5	2020/5/30 15:00	22.6	2020/5/30 03:46	...	79	61	2020/5/30 11:24	0.7	229	8.5	227	2020/5/30 17:36	0	...	...	...	...	...	...	...	...	...	...	...	...	...
31	987.7	...	989.2	2020/5/31 20:57	985.9	2020/5/31 16:19	27.9	31.4	2020/5/31 11:58	23.5	2020/5/31 01:52	...	76	60	2020/5/31 09:22	0.6	237	7.1	207	2020/5/31 06:59	0	...	...	...	...	...	...	...	...	...	...	...	...	...
