ObsTime,StnPres,SeaPres,StnPresMax,StnPresMaxTime,StnPresMin,StnPresMinTime,Temperature,T Max,T Max Time,T Min,T Min Time,Td dew point,RH,RHMin,RHMinTime,WS,WD,WSGust,WDGust,WGustTime,Precp,PrecpHour,PrecpMax10,PrecpMax10Time,PrecpMax60,PrecpMax60Time,SunShine,SunShineRate,GloblRad,VisbMean,EvapA,UVI Max,UVI Max Time,Cloud Amount
13,988.9,...,991,2011/5/13 21:55,987.3,2011/5/13 13:57,21,23.9,2011/5/13 13:48,18.9,2011/5/13 23:58,...,92,76,2011/5/13 13:49,1.3,52,34.4,23,2011/5/13 14:56,15,...,...,...,...,...,/,...,...,...,...,...,...,...
14,990.6,...,992.2,2011/5/14 22:09,988.6,2011/5/14 03:13,19.4,20.3,2011/5/14 12:12,18.1,2011/5/14 23:42,...,98,91,2011/5/14 01:20,1.1,78,19.5,32,2011/5/14 07:55,30,...,...,...,...,...,/,...,...,...,...,...,...,...
15,991.5,...,993,2011/5/15 22:00,989.7,2011/5/15 02:30,20.4,22,2011/5/15 11:57,18.1,2011/5/15 00:13,...,100,98,2011/5/15 11:46,0.2,221,39.6,25,2011/5/15 14:14,7.5,...,...,...,...,...,/,...,...,...,...,...,...,...
16,990.3,...,992,2011/5/16 00:04,988.5,2011/5/16 15:50,19.8,20.8,2011/5/16 07:51,18.4,2011/5/16 20:47,...,100,100,2011/5/17 00:00,0.5,4,45.5,254,2011/5/16 17:11,51,...,...,...,...,...,/,...,...,...,...,...,...,...
17,987.9,...,990.2,2011/5/17 00:01,986.1,2011/5/17 16:58,19.8,23.1,2011/5/17 14:07,17.3,2011/5/17 08:22,...,91,70,2011/5/17 13:54,2.3,61,14.1,12,2011/5/17 13:20,26,...,...,...,...,...,/,...,...,...,...,...,...,...
18,987.3,...,/,...,/,...,23.7,/,...,/,...,...,74,...,...,0.6,8,/,/,...,0,...,...,...,...,...,/,...,...,...,...,...,...,...
19,988.3,...,/,...,/,...,24.3,/,...,/,...,...,79,...,...,0.4,9,/,/,...,0,...,...,...,...,...,/,...,...,...,...,...,...,...
20,986.9,...,988.1,2011/5/20 00:02,985.1,2011/5/20 16:48,24.3,28.1,2011/5/20 14:39,21.6,2011/5/20 01:57,...,81,61,2011/5/20 15:19,0.2,4,66.6,3,2011/5/20 10:34,0,...,...,...,...,...,/,...,...,...,...,...,...,...
21,985.6,...,987.8,2011/5/21 06:52,983.4,2011/5/21 15:40,25,30.2,2011/5/21 12:12,21.6,2011/5/21 03:16,...,79,52,2011/5/21 12:13,0.6,21,65.5,33,2011/5/21 16:03,1.5,...,...,...,...,...,/,...,...,...,...,...,...,...
22,985.7,...,987,2011/5/22 08:34,984,2011/5/22 15:51,24.9,28.5,2011/5/22 13:09,22.3,2011/5/22 05:31,...,81,62,2011/5/22 11:38,0.6,21,51.8,305,2011/5/22 13:07,1.5,...,...,...,...,...,/,...,...,...,...,...,...,...
23,984.7,...,986.3,2011/5/23 22:49,983.3,2011/5/23 04:10,23.7,25.5,2011/5/23 12:31,21.2,2011/5/24 00:00,...,91,76,2011/5/23 14:26,0.4,7,92.3,240,2011/5/23 11:06,3,...,...,...,...,...,/,...,...,...,...,...,...,...
24,987.2,...,988.5,2011/5/24 09:38,985.5,2011/5/24 01:46,20.2,21.3,2011/5/24 00:02,19.4,2011/5/24 07:43,...,98,93,2011/5/24 22:07,1.3,16,6.3,42,2011/5/24 17:28,22,...,...,...,...,...,/,...,...,...,...,...,...,...
25,986.7,...,988.2,2011/5/25 09:27,985.2,2011/5/25 16:49,21.4,23.3,2011/5/25 12:46,20.2,2011/5/25 03:57,...,90,80,2011/5/25 12:43,1,55,6.8,44,2011/5/25 07:10,0,...,...,...,...,...,/,...,...,...,...,...,...,...
26,985.1,...,/,...,/,...,23.7,/,...,/,...,...,87,...,...,1.2,72,/,/,...,0,...,...,...,...,...,/,...,...,...,...,...,...,...
27,982.8,...,984,2011/5/27 09:10,981.9,2011/5/27 23:57,23.4,27.6,2011/5/27 10:53,20.5,2011/5/27 21:33,...,88,72,2011/5/27 08:14,3.4,46,13.7,41,2011/5/27 14:18,3,...,...,...,...,...,/,...,...,...,...,...,...,...
28,982.7,...,987.8,2011/5/28 22:23,979,2011/5/28 04:30,19.6,21.3,2011/5/28 03:25,17.4,2011/5/28 23:59,...,99,92,2011/5/28 03:18,2.5,13,12.3,52,2011/5/28 01:01,24.5,...,...,...,...,...,/,...,...,...,...,...,...,...
29,989.4,...,991.2,2011/5/29 22:16,986.7,2011/5/29 02:15,20.1,24.6,2011/5/29 12:12,16,2011/5/29 04:45,...,73,52,2011/5/29 12:15,1.9,13,10,8,2011/5/29 15:27,0.5,...,...,...,...,...,/,...,...,...,...,...,...,...
30,988.3,...,990.3,2011/5/30 09:02,986.5,2011/5/30 16:52,22.7,28.1,2011/5/30 14:32,16.7,2011/5/30 04:55,...,69,50,2011/5/30 09:50,0.3,5,5.4,92,2011/5/30 00:21,0,...,...,...,...,...,/,...,...,...,...,...,...,...
31,985.5,...,987.2,2011/6/1 00:00,983.8,2011/5/31 15:47,25.2,30.3,2011/5/31 14:32,19.9,2011/5/31 05:31,...,71,47,2011/5/31 09:30,0.5,246,5.8,353,2011/5/31 10:09,0,...,...,...,...,...,/,...,...,...,...,...,...,...
