ObsTime,StnPres,SeaPres,StnPresMax,StnPresMaxTime,StnPresMin,StnPresMinTime,Temperature,T Max,T Max Time,T Min,T Min Time,Td dew point,RH,RHMin,RHMinTime,WS,WD,WSGust,WDGust,WGustTime,Precp,PrecpHour,PrecpMax10,PrecpMax10Time,PrecpMax60,PrecpMax60Time,SunShine,SunShineRate,GloblRad,VisbMean,EvapA,UVI Max,UVI Max Time,Cloud Amount
20,984,...,986.3,2012/5/20 22:48,981.3,2012/5/20 03:51,22.2,23.4,2012/5/20 00:10,20.9,2012/5/20 23:40,...,100,96,2012/5/20 22:27,1.5,75,7.5,100,2012/5/20 21:36,38,...,...,...,...,...,...,...,...,...,...,...,...,...
21,986.2,...,988.5,2012/5/21 23:02,984.7,2012/5/21 02:47,22.5,26.1,2012/5/21 13:04,20.2,2012/5/21 04:07,...,79,55,2012/5/21 12:21,3.1,52,11.5,30,2012/5/21 12:15,0,...,...,...,...,...,...,...,...,...,...,...,...,...
22,986.7,...,987.7,2012/5/22 07:58,985.4,2012/5/22 16:38,22.6,26.7,2012/5/22 13:43,19.5,2012/5/22 02:41,...,67,50,2012/5/22 12:47,2.8,67,8.9,14,2012/5/22 10:45,0,...,...,...,...,...,...,...,...,...,...,...,...,...
23,985.6,...,987.2,2012/5/23 08:58,984.1,2012/5/23 16:07,23.7,29.8,2012/5/23 12:55,19.1,2012/5/23 04:49,...,75,49,2012/5/23 12:56,1.5,1,7.6,353,2012/5/23 15:39,0,...,...,...,...,...,...,...,...,...,...,...,...,...
24,984.7,...,985.7,2012/5/25 00:00,983.2,2012/5/24 15:27,25.1,29,2012/5/24 13:14,21.7,2012/5/24 04:48,...,78,56,2012/5/24 15:42,0.8,341,10.5,31,2012/5/24 11:55,0,...,...,...,...,...,...,...,...,...,...,...,...,...
25,985.4,...,987.6,2012/5/25 22:06,984.3,2012/5/25 15:41,25.5,30.5,2012/5/25 12:34,21.1,2012/5/25 05:17,...,73,42,2012/5/25 10:58,1.2,226,6.6,334,2012/5/25 14:31,0,...,...,...,...,...,...,...,...,...,...,...,...,...
26,986,...,987.9,2012/5/26 23:01,984.4,2012/5/26 14:22,24.9,30.4,2012/5/26 11:17,21.5,2012/5/26 05:16,...,82,53,2012/5/26 11:07,1.4,1,7.8,11,2012/5/26 14:12,5.5,...,...,...,...,...,...,...,...,...,...,...,...,...
27,986.3,...,987.3,2012/5/27 21:32,985.1,2012/5/27 15:57,23.5,25.6,2012/5/27 11:40,22.2,2012/5/27 04:27,...,94,83,2012/5/27 15:48,1.8,44,7.6,86,2012/5/27 15:48,1,...,...,...,...,...,...,...,...,...,...,...,...,...
28,987.4,...,989,2012/5/28 21:48,986,2012/5/28 00:59,23,25.1,2012/5/28 12:03,22.3,2012/5/28 06:15,...,99,90,2012/5/28 00:31,2.5,33,7.5,16,2012/5/28 21:58,29,...,...,...,...,...,...,...,...,...,...,...,...,...
29,986.3,...,988.1,2012/5/29 07:21,984.4,2012/5/29 16:26,26.1,30.4,2012/5/29 14:20,22.8,2012/5/30 00:00,...,83,63,2012/5/29 11:36,2,39,9.5,24,2012/5/29 11:18,0,...,...,...,...,...,...,...,...,...,...,...,...,...
30,984.9,...,986.4,2012/5/30 22:54,983.6,2012/5/30 14:44,26.2,30,2012/5/30 09:27,23.6,2012/5/30 05:42,...,83,62,2012/5/30 10:43,0.6,231,7.7,18,2012/5/30 01:16,2.5,...,...,...,...,...,...,...,...,...,...,...,...,...
31,986.8,...,988,2012/5/31 09:04,985.2,2012/5/31 02:16,22.6,25.2,2012/5/31 10:38,21.3,2012/6/1 00:00,...,91,79,2012/5/31 10:20,3,9,11,19,2012/5/31 12:28,4,...,...,...,...,...,...,...,...,...,...,...,...,...
