ObsTime,StnPres,SeaPres,StnPresMax,StnPresMaxTime,StnPresMin,StnPresMinTime,Temperature,T Max,T Max Time,T Min,T Min Time,Td dew point,RH,RHMin,RHMinTime,WS,WD,WSGust,WDGust,WGustTime,Precp,PrecpHour,PrecpMax10,PrecpMax10Time,PrecpMax60,PrecpMax60Time,SunShine,SunShineRate,GloblRad,VisbMean,EvapA,UVI Max,UVI Max Time,Cloud Amount
16,987.4,...,988.8,2015/5/16 09:54,985.6,2015/5/16 15:02,27.4,32.5,2015/5/16 12:37,22.5,2015/5/16 05:35,...,73,52,2015/5/16 12:39,1.7,232,7.6,213,2015/5/16 12:54,0,...,...,...,...,...,...,...,...,...,...,...,...,...
17,986.7,...,988.3,2015/5/17 08:37,985.1,2015/5/17 16:03,26.6,31.2,2015/5/17 12:05,23.8,2015/5/17 04:15,...,78,59,2015/5/17 11:44,1.5,226,6.7,222,2015/5/17 11:43,0,...,...,...,...,...,...,...,...,...,...,...,...,...
18,984.9,...,986.1,2015/5/18 04:26,983.2,2015/5/18 16:46,27.5,32,2015/5/18 12:05,22.4,2015/5/18 05:34,...,67,50,2015/5/18 09:36,2.4,225,11.9,231,2015/5/18 14:31,0,...,...,...,...,...,...,...,...,...,...,...,...,...
19,983.8,...,985,2015/5/19 00:01,982.3,2015/5/19 16:45,28.3,31.8,2015/5/19 14:27,25.8,2015/5/19 05:00,...,64,48,2015/5/19 10:56,3.3,218,13.3,234,2015/5/19 12:16,0,...,...,...,...,...,...,...,...,...,...,...,...,...
20,986.2,...,990.1,2015/5/20 22:33,982.9,2015/5/20 00:48,23,27.6,2015/5/20 00:13,20.6,2015/5/20 23:18,...,92,70,2015/5/20 00:17,1,3,6.7,22,2015/5/20 20:06,51.5,...,...,...,...,...,...,...,...,...,...,...,...,...
21,989,...,991.1,2015/5/21 10:03,987.9,2015/5/21 15:48,20.3,21.2,2015/5/21 13:01,19.2,2015/5/21 07:41,...,82,64,2015/5/21 04:47,3.4,41,12.3,18,2015/5/21 09:08,0.5,...,...,...,...,...,...,...,...,...,...,...,...,...
22,986.5,...,988.4,2015/5/22 00:04,984.4,2015/5/22 16:19,22.6,25.3,2015/5/22 15:16,19.7,2015/5/22 03:13,...,92,82,2015/5/22 10:25,0.5,2,5.6,111,2015/5/22 00:10,17,...,...,...,...,...,...,...,...,...,...,...,...,...
23,984.3,...,985.7,2015/5/23 07:54,982.6,2015/5/23 16:22,23.1,23.6,2015/5/23 14:01,22.5,2015/5/23 06:28,...,95,94,2015/5/23 14:43,0.5,11,3.6,221,2015/5/23 23:54,42.5,...,...,...,...,...,...,...,...,...,...,...,...,...
24,983.3,...,985,2015/5/24 22:23,981.8,2015/5/24 02:39,23,25.1,2015/5/24 08:14,21.3,2015/5/24 23:41,...,94,86,2015/5/24 08:15,1.6,28,10.2,241,2015/5/24 13:05,42.5,...,...,...,...,...,...,...,...,...,...,...,...,...
25,985.5,...,988.3,2015/5/25 22:35,983.4,2015/5/25 02:28,22.1,23.5,2015/5/25 15:21,21.2,2015/5/25 01:03,...,92,86,2015/5/25 19:29,1.4,25,5.6,22,2015/5/25 15:32,3,...,...,...,...,...,...,...,...,...,...,...,...,...
26,987.5,...,989,2015/5/26 08:59,986.2,2015/5/26 16:49,21.9,22.8,2015/5/26 12:46,21,2015/5/26 02:41,...,93,88,2015/5/26 08:03,0.6,73,3,7,2015/5/26 00:25,22.5,...,...,...,...,...,...,...,...,...,...,...,...,...
27,984.7,...,987,2015/5/28 00:00,982.6,2015/5/27 23:43,25.4,29.6,2015/5/27 13:28,22,2015/5/27 02:56,...,84,67,2015/5/27 13:29,1.7,224,11.1,232,2015/5/27 13:53,0.5,...,...,...,...,...,...,...,...,...,...,...,...,...
28,981.9,...,983.6,2015/5/28 23:01,979.7,2015/5/28 16:00,28.2,32.9,2015/5/28 14:35,23.5,2015/5/28 00:51,...,73,51,2015/5/28 14:37,3.6,223,14.8,213,2015/5/28 13:26,0,...,...,...,...,...,...,...,...,...,...,...,...,...
29,983.1,...,984.7,2015/5/29 23:20,981.4,2015/5/29 16:56,28.7,33.1,2015/5/29 13:17,25,2015/5/29 04:06,...,76,62,2015/5/29 10:43,2.2,220,12.1,233,2015/5/29 13:53,0,...,...,...,...,...,...,...,...,...,...,...,...,...
30,983.4,...,985.7,2015/5/30 22:23,981.4,2015/5/30 17:21,28.6,32.7,2015/5/30 12:19,24.7,2015/5/30 03:18,...,77,57,2015/5/30 10:29,2.8,223,12.5,227,2015/5/30 11:40,0,...,...,...,...,...,...,...,...,...,...,...,...,...
31,985.4,...,987.3,2015/5/31 22:01,984.1,2015/5/31 16:08,26,29,2015/5/31 11:50,23.9,2015/5/31 23:26,...,87,72,2015/5/31 15:46,0.9,9,8.9,238,2015/5/31 04:53,5.5,...,...,...,...,...,...,...,...,...,...,...,...,...
