ObsTime,StnPres,SeaPres,StnPresMax,StnPresMaxTime,StnPresMin,StnPresMinTime,Temperature,T Max,T Max Time,T Min,T Min Time,Td dew point,RH,RHMin,RHMinTime,WS,WD,WSGust,WDGust,WGustTime,Precp,PrecpHour,PrecpMax10,PrecpMax10Time,PrecpMax60,PrecpMax60Time,SunShine,SunShineRate,GloblRad,VisbMean,EvapA,UVI Max,UVI Max Time,Cloud Amount
11,985.4,...,987.8,2015/6/11 22:46,983.4,2015/6/11 16:04,29.2,34.1,2015/6/11 11:56,24.3,2015/6/11 04:25,...,71,46,2015/6/11 12:00,2.2,221,10.7,231,2015/6/11 12:00,0,...,...,...,...,...,...,...,...,...,...,...,...,...
12,986,...,987.1,2015/6/12 21:34,983.8,2015/6/12 01:46,28.9,33.3,2015/6/12 12:56,25.2,2015/6/12 05:20,...,76,57,2015/6/12 09:26,1.1,217,8,238,2015/6/12 12:20,0,...,...,...,...,...,...,...,...,...,...,...,...,...
13,985.9,...,987.6,2015/6/13 22:10,984,2015/6/13 14:49,28.7,33.5,2015/6/13 12:31,25.2,2015/6/13 05:21,...,75,58,2015/6/13 11:52,1.3,208,8.9,230,2015/6/13 14:48,0,...,...,...,...,...,...,...,...,...,...,...,...,...
14,986.9,...,988.7,2015/6/14 22:03,985.5,2015/6/14 14:57,28.1,33.5,2015/6/14 13:34,24.7,2015/6/14 04:08,...,77,57,2015/6/14 10:16,1.2,213,7.7,231,2015/6/14 13:41,0,...,...,...,...,...,...,...,...,...,...,...,...,...
15,987.2,...,988.3,2015/6/15 09:25,985.4,2015/6/15 17:03,28.3,33.2,2015/6/15 12:18,24.3,2015/6/15 04:46,...,76,60,2015/6/15 12:17,1.6,210,7.6,240,2015/6/15 12:05,0,...,...,...,...,...,...,...,...,...,...,...,...,...
16,985.2,...,986.9,2015/6/16 00:01,983.4,2015/6/16 18:14,29,33.7,2015/6/16 11:44,25.1,2015/6/16 05:32,...,75,58,2015/6/16 11:11,2,228,9.3,229,2015/6/16 13:57,0,...,...,...,...,...,...,...,...,...,...,...,...,...
17,982,...,984.1,2015/6/17 00:04,980.2,2015/6/17 16:11,29,34.3,2015/6/17 10:50,24,2015/6/17 05:16,...,73,49,2015/6/17 10:51,1.9,222,11.1,236,2015/6/17 14:36,0,...,...,...,...,...,...,...,...,...,...,...,...,...
18,981.4,...,983.7,2015/6/18 22:15,980,2015/6/18 15:52,29.1,34.7,2015/6/18 12:39,25.8,2015/6/18 00:12,...,69,46,2015/6/18 12:31,2.5,223,11.7,233,2015/6/18 11:59,0,...,...,...,...,...,...,...,...,...,...,...,...,...
19,984.2,...,986.6,2015/6/19 22:03,983,2015/6/19 01:34,29,35.3,2015/6/19 12:17,24.4,2015/6/19 05:06,...,74,51,2015/6/19 12:17,1.2,229,7.4,237,2015/6/19 14:07,0,...,...,...,...,...,...,...,...,...,...,...,...,...
20,985.2,...,986.2,2015/6/20 22:20,984.2,2015/6/20 16:38,28.6,33,2015/6/20 12:01,26.3,2015/6/20 23:34,...,78,59,2015/6/20 13:02,0.8,227,5.5,2,2015/6/20 15:32,0,...,...,...,...,...,...,...,...,...,...,...,...,...
21,985.4,...,986.6,2015/6/21 21:57,983.9,2015/6/21 14:08,27.8,33.2,2015/6/21 09:35,25,2015/6/21 23:07,...,80,58,2015/6/21 09:38,1,225,7.8,13,2015/6/21 13:10,0,...,...,...,...,...,...,...,...,...,...,...,...,...
22,984.9,...,986.9,2015/6/22 22:11,983.7,2015/6/22 14:11,27.5,33.8,2015/6/22 10:36,24.1,2015/6/22 05:24,...,80,54,2015/6/22 10:37,1,210,5.3,17,2015/6/22 11:35,2.5,...,...,...,...,...,...,...,...,...,...,...,...,...
23,986,...,987.9,2015/6/23 17:48,984.6,2015/6/23 01:18,26.3,33.6,2015/6/23 09:34,23.2,2015/6/23 18:00,...,87,56,2015/6/23 09:39,1,211,9,14,2015/6/23 14:04,80.5,...,...,...,...,...,...,...,...,...,...,...,...,...
24,985.7,...,987.1,2015/6/24 00:01,984.3,2015/6/24 14:31,27.1,33.2,2015/6/24 13:35,23.8,2015/6/24 00:58,...,86,59,2015/6/24 11:24,0.7,34,7,97,2015/6/24 16:00,3,...,...,...,...,...,...,...,...,...,...,...,...,...
25,983.9,...,986,2015/6/25 00:08,982.5,2015/6/25 16:33,28.7,33.6,2015/6/25 11:14,24.2,2015/6/25 04:49,...,78,56,2015/6/25 10:56,1.9,209,10.1,226,2015/6/25 15:34,0,...,...,...,...,...,...,...,...,...,...,...,...,...
26,983.8,...,985.7,2015/6/26 22:22,982.7,2015/6/26 00:43,29.7,34.1,2015/6/26 11:43,26.1,2015/6/26 01:32,...,73,57,2015/6/26 09:48,2.5,226,11,227,2015/6/26 16:29,0,...,...,...,...,...,...,...,...,...,...,...,...,...
27,985.3,...,986.7,2015/6/27 21:56,983.9,2015/6/27 03:45,29.9,34,2015/6/27 11:10,26.4,2015/6/27 05:23,...,71,55,2015/6/27 10:11,2.9,225,11.6,219,2015/6/27 14:40,0,...,...,...,...,...,...,...,...,...,...,...,...,...
28,985.9,...,987.1,2015/6/28 08:59,984.5,2015/6/28 02:45,29.8,34.3,2015/6/28 13:34,26.7,2015/6/28 23:25,...,72,56,2015/6/28 13:36,2.5,223,13.6,263,2015/6/28 09:53,0,...,...,...,...,...,...,...,...,...,...,...,...,...
29,984.5,...,986,2015/6/29 08:00,982.3,2015/6/29 16:32,29.5,33.2,2015/6/29 14:12,26,2015/6/29 01:48,...,72,59,2015/6/29 14:15,1.9,226,12,221,2015/6/29 12:56,0,...,...,...,...,...,...,...,...,...,...,...,...,...
30,981.8,...,981.5,2015/6/30 22:39,979.1,2015/6/30 18:00,29.6,32.2,2015/6/30 16:13,27.5,2015/6/30 23:28,...,70,60,2015/6/30 16:13,2.3,221,7.5,221,2015/6/30 17:12,0,...,...,...,...,...,...,...,...,...,...,...,...,...
