ObsTime	StnPres	SeaPres	StnPresMax	StnPresMaxTime	StnPresMin	StnPresMinTime	Temperature	T Max	T Max Time	T Min	T Min Time	Td dew point	RH	RHMin	RHMinTime	WS	WD	WSGust	WDGust	WGustTime	Precp	PrecpHour	PrecpMax10	PrecpMax10Time	PrecpMax60	PrecpMax60Time	SunShine	SunShineRate	GloblRad	VisbMean	EvapA	UVI Max	UVI Max Time	Cloud Amount
11	981.8	...	984.8	2019/6/11 22:09	979.3	2019/6/11 01:31	22.4	24.9	2019/6/11 11:48	13.2	2019/6/11 21:16	...	97	82	2019/6/11 10:40	0.8	24	5.1	228	2019/6/11 11:54	91.5	...	...	...	...	...	...	...	...	...	...	...	...	...
12	983.8	...	984.8	2019/6/12 21:47	982.9	2019/6/12 16:30	21.5	24.1	2019/6/12 10:16	13.1	2019/6/12 05:51	...	94	73	2019/6/12 09:12	1.1	25	5.7	41	2019/6/12 08:33	33.5	...	...	...	...	...	...	...	...	...	...	...	...	...
13	980.2	...	983.3	2019/6/14 00:00	977.6	2019/6/14 00:00	22.5	24.3	2019/6/13 23:24	12.9	2019/6/13 01:22	...	97	86	2019/6/13 15:01	0.4	58	8.2	219	2019/6/13 22:58	46.5	...	...	...	...	...	...	...	...	...	...	...	...	...
14	979.6	...	982.4	2019/6/14 22:02	976	2019/6/14 03:26	21.9	24.4	2019/6/14 00:26	13.2	2019/6/14 10:16	...	93	80	2019/6/14 15:12	0.7	35	8.6	225	2019/6/14 00:20	68.5	...	...	...	...	...	...	...	...	...	...	...	...	...
15	983	...	984.3	2019/6/15 08:58	981.6	2019/6/15 00:13	23.1	27.3	2019/6/15 13:45	13.1	2019/6/15 00:03	...	71	47	2019/6/15 13:48	1.6	23	7.6	30	2019/6/15 10:19	0	...	...	...	...	...	...	...	...	...	...	...	...	...
16	984.1	...	986.4	2019/6/16 21:53	982.2	2019/6/16 02:43	25.7	31	2019/6/16 12:40	12.8	2019/6/16 04:01	...	72	53	2019/6/16 12:42	0.5	215	4.9	31	2019/6/16 13:18	0	...	...	...	...	...	...	...	...	...	...	...	...	...
17	986.8	...	988.7	2019/6/17 22:32	985.4	2019/6/17 01:46	26.2	30	2019/6/17 13:37	16.7	2019/6/17 05:11	...	82	66	2019/6/17 14:16	0.5	326	3.6	24	2019/6/17 16:36	1	...	...	...	...	...	...	...	...	...	...	...	...	...
18	986.2	...	987.8	2019/6/18 00:01	984.9	2019/6/18 17:36	27.5	31.4	2019/6/18 12:12	19.4	2019/6/18 21:15	...	81	57	2019/6/18 11:20	1	207	5.6	211	2019/6/18 13:40	0	...	...	...	...	...	...	...	...	...	...	...	...	...
19	984.2	...	985.7	2019/6/19 07:50	982	2019/6/19 16:33	28.3	32.3	2019/6/19 11:54	24.6	2019/6/19 01:55	...	75	56	2019/6/19 13:11	1.5	227	9.3	222	2019/6/19 14:36	0	...	...	...	...	...	...	...	...	...	...	...	...	...
20	982.7	...	984.2	2019/6/20 08:35	981.2	2019/6/20 17:17	28.1	32.5	2019/6/20 12:44	24.3	2019/6/20 02:16	...	76	60	2019/6/20 13:11	1.4	188	8.6	220	2019/6/20 09:35	0	...	...	...	...	...	...	...	...	...	...	...	...	...
21	981.2	...	982.4	2019/6/21 04:44	979.6	2019/6/21 17:38	28.9	33	2019/6/21 11:37	22.6	2019/6/21 09:20	...	69	46	2019/6/21 09:50	1.8	227	10.2	222	2019/6/21 10:18	0	...	...	...	...	...	...	...	...	...	...	...	...	...
22	980.3	...	981.7	2019/6/22 21:43	979	2019/6/22 15:51	27.4	30	2019/6/22 13:30	24.5	2019/6/22 20:10	...	74	58	2019/6/22 13:41	1.8	226	9.4	216	2019/6/22 10:54	0.5	...	...	...	...	...	...	...	...	...	...	...	...	...
23	982	...	985.3	2019/6/23 21:55	978.8	2019/6/23 02:57	24	27.2	2019/6/23 13:04	16.3	2019/6/23 15:11	...	95	72	2019/6/23 13:02	0.7	228	8.5	212	2019/6/23 11:34	45	...	...	...	...	...	...	...	...	...	...	...	...	...
24	985.5	...	987	2019/6/24 21:44	983.3	2019/6/24 02:44	22.9	23.7	2019/6/24 14:23	21.9	2019/6/24 08:00	...	98	91	2019/6/24 16:38	0.2	67	3.1	40	2019/6/24 07:41	25.5	...	...	...	...	...	...	...	...	...	...	...	...	...
25	984.7	...	986.6	2019/6/25 00:03	982.6	2019/6/25 14:17	24.7	31.6	2019/6/25 11:22	15.2	2019/6/25 17:41	...	88	54	2019/6/25 12:29	0.6	207	5	225	2019/6/25 15:16	39.5	...	...	...	...	...	...	...	...	...	...	...	...	...
26	981.4	...	981.7	2019/6/26 21:52	979	2019/6/26 17:17	25.2	29.4	2019/6/26 13:34	24	2019/6/26 19:30	...	88	68	2019/6/26 13:31	0.5	208	3.2	80	2019/6/26 15:32	0	...	...	...	...	...	...	...	...	...	...	...	...	...
27	979.5	...	980.6	2019/6/27 23:57	978.2	2019/6/27 16:05	27.3	31.2	2019/6/27 13:21	21.9	2019/6/27 01:15	...	81	60	2019/6/27 10:22	0.8	201	6.7	231	2019/6/27 13:25	0	...	...	...	...	...	...	...	...	...	...	...	...	...
28	980	...	981.2	2019/6/28 07:50	978.4	2019/6/28 15:25	28.5	34	2019/6/28 12:40	22.4	2019/6/28 05:01	...	76	52	2019/6/28 12:30	0.8	215	5.2	218	2019/6/28 10:46	0	...	...	...	...	...	...	...	...	...	...	...	...	...
29	979.6	...	981.2	2019/6/29 22:00	978.2	2019/6/29 16:16	28.9	32.4	2019/6/29 12:57	25.2	2019/6/29 04:09	...	76	61	2019/6/29 15:57	0.9	213	6.2	216	2019/6/29 09:42	0	...	...	...	...	...	...	...	...	...	...	...	...	...
30	980.3	...	981.8	2019/6/30 20:36	979	2019/6/30 15:21	28.4	32.8	2019/6/30 13:21	24	2019/6/30 06:01	...	78	59	2019/6/30 10:36	0.9	235	5.5	218	2019/6/30 19:30	4	...	...	...	...	...	...	...	...	...	...	...	...	...
