ObsTime	StnPres	SeaPres	StnPresMax	StnPresMaxTime	StnPresMin	StnPresMinTime	Temperature	T Max	T Max Time	T Min	T Min Time	Td dew point	RH	RHMin	RHMinTime	WS	WD	WSGust	WDGust	WGustTime	Precp	PrecpHour	PrecpMax10	PrecpMax10Time	PrecpMax60	PrecpMax60Time	SunShine	SunShineRate	GloblRad	VisbMean	EvapA	UVI Max	UVI Max Time	Cloud Amount
17	986.4	...	988.5	2017/5/17 22:26	983.9	2017/5/17 02:58	21.8	25.9	2017/5/17 12:46	18.8	2017/5/17 00:06	...	82	67	2017/5/17 12:48	3.2	53	10.3	99	2017/5/17 15:05	2	...	...	...	...	...	...	...	...	...	...	...	...	...
18	988.5	...	989.9	2017/5/18 21:43	987.3	2017/5/18 02:56	24.3	28.7	2017/5/18 10:49	21.1	2017/5/18 01:15	...	73	55	2017/5/18 10:50	2.9	57	9.5	88	2017/5/18 17:06	0	...	...	...	...	...	...	...	...	...	...	...	...	...
19	988.3	...	989.8	2017/5/19 08:57	986.9	2017/5/19 15:35	23.1	26.5	2017/5/19 13:25	20.2	2017/5/19 23:58	...	84	72	2017/5/19 13:07	0.9	46	5	100	2017/5/19 09:30	4	...	...	...	...	...	...	...	...	...	...	...	...	...
20	985.6	...	987.6	2017/5/21 00:00	983.9	2017/5/20 17:55	22.7	27.2	2017/5/20 12:05	20.2	2017/5/20 01:55	...	88	72	2017/5/20 12:27	0.4	51	4.5	78	2017/5/20 16:05	3	...	...	...	...	...	...	...	...	...	...	...	...	...
21	984.5	...	985.4	2017/5/21 22:20	983.3	2017/5/21 16:37	23.6	27.6	2017/5/21 11:43	20.6	2017/5/21 02:38	...	85	74	2017/5/21 09:57	2.6	40	10.3	75	2017/5/21 19:50	0	...	...	...	...	...	...	...	...	...	...	...	...	...
22	985.2	...	986.5	2017/5/22 22:14	983.8	2017/5/22 02:28	24.7	28.7	2017/5/22 14:39	21.4	2017/5/22 04:08	...	84	70	2017/5/22 14:55	0.9	26	7.1	26	2017/5/22 15:36	0	...	...	...	...	...	...	...	...	...	...	...	...	...
23	984.9	...	986.6	2017/5/23 09:28	983.1	2017/5/23 17:25	25.8	28.3	2017/5/23 15:56	23	2017/5/23 02:07	...	83	72	2017/5/23 15:58	1.1	232	6	220	2017/5/23 13:52	0	...	...	...	...	...	...	...	...	...	...	...	...	...
24	983.5	...	986.5	2017/5/24 21:55	981.7	2017/5/24 15:37	25.2	29.3	2017/5/24 11:48	20.5	2017/5/24 23:07	...	86	70	2017/5/24 13:09	1.8	21	9.6	15	2017/5/24 17:55	23	...	...	...	...	...	...	...	...	...	...	...	...	...
25	986	...	988.3	2017/5/25 21:50	984.2	2017/5/25 02:47	20.4	22.2	2017/5/25 14:50	18.7	2017/5/25 20:54	...	93	85	2017/5/25 14:57	1.8	46	7.1	86	2017/5/25 01:26	4	...	...	...	...	...	...	...	...	...	...	...	...	...
26	986.9	...	988.3	2017/5/26 21:16	985.7	2017/5/26 03:25	21.5	23.4	2017/5/26 11:51	19.6	2017/5/27 00:00	...	78	71	2017/5/26 12:19	2.5	47	8.5	105	2017/5/26 15:58	0	...	...	...	...	...	...	...	...	...	...	...	...	...
27	986.5	...	988.3	2017/5/27 13:10	985.1	2017/5/27 02:59	20.7	23.3	2017/5/27 08:03	19.1	2017/5/27 16:13	...	85	71	2017/5/27 04:01	2.5	56	9	80	2017/5/27 15:50	23	...	...	...	...	...	...	...	...	...	...	...	...	...
28	985.8	...	986.8	2017/5/28 22:21	984.1	2017/5/28 01:55	22.8	27.3	2017/5/28 10:23	19.6	2017/5/28 01:12	...	84	70	2017/5/28 10:24	2.2	65	9.6	57	2017/5/28 13:28	0	...	...	...	...	...	...	...	...	...	...	...	...	...
29	986.2	...	988	2017/5/29 07:58	984.5	2017/5/29 16:34	25.3	29.3	2017/5/29 13:45	21.5	2017/5/29 00:30	...	81	67	2017/5/29 14:21	2.1	88	9	47	2017/5/29 17:14	0	...	...	...	...	...	...	...	...	...	...	...	...	...
30	986	...	987.4	2017/5/30 06:55	984.2	2017/5/30 23:59	25.8	30.7	2017/5/30 09:22	23.4	2017/5/30 03:33	...	84	67	2017/5/30 09:22	0.8	232	5.1	223	2017/5/30 13:19	0.5	...	...	...	...	...	...	...	...	...	...	...	...	...
31	982.2	...	984.5	2017/5/31 08:15	979.9	2017/5/31 16:33	26.7	31.6	2017/5/31 13:38	24.3	2017/5/31 03:38	...	82	59	2017/5/31 13:20	2	237	11	237	2017/5/31 14:25	0	...	...	...	...	...	...	...	...	...	...	...	...	...
