ObsTime	StnPres	SeaPres	StnPresMax	StnPresMaxTime	StnPresMin	StnPresMinTime	Temperature	T Max	T Max Time	T Min	T Min Time	Td dew point	RH	RHMin	RHMinTime	WS	WD	WSGust	WDGust	WGustTime	Precp	PrecpHour	PrecpMax10	PrecpMax10Time	PrecpMax60	PrecpMax60Time	SunShine	SunShineRate	GloblRad	VisbMean	EvapA	UVI Max	UVI Max Time	Cloud Amount
15	986.3	...	988	2019/5/15 10:17	984.7	2019/5/15 16:02	25.7	29	2019/5/15 13:26	22.2	2019/5/15 21:11	...	85	68	2019/5/15 13:27	0.5	70	4.9	209	2019/5/15 12:48	0	...	...	...	...	...	...	...	...	...	...	...	...	...
16	983.3	...	985.9	2019/5/17 00:00	981.3	2019/5/16 17:14	27	31.3	2019/5/16 12:06	23.9	2019/5/16 05:55	...	81	54	2019/5/16 12:00	1.2	233	9.5	233	2019/5/16 13:24	0	...	...	...	...	...	...	...	...	...	...	...	...	...
17	981.6	...	984.6	2019/5/17 09:59	979.2	2019/5/17 15:44	24.7	29.1	2019/5/17 16:14	17	2019/5/17 06:01	...	89	62	2019/5/17 18:42	1.2	223	11.4	209	2019/5/17 08:45	96.5	...	...	...	...	...	...	...	...	...	...	...	...	...
18	981.9	...	984	2019/5/18 22:33	980	2019/5/18 02:46	26.1	27.6	2019/5/18 08:34	20	2019/5/18 23:51	...	88	77	2019/5/18 03:33	1.6	227	7.1	217	2019/5/18 04:11	4	...	...	...	...	...	...	...	...	...	...	...	...	...
19	983.4	...	985.3	2019/5/19 22:32	981.3	2019/5/19 16:27	27.4	31.5	2019/5/19 11:36	18.7	2019/5/19 01:20	...	77	61	2019/5/19 12:27	1.2	232	8.7	229	2019/5/19 16:40	0	...	...	...	...	...	...	...	...	...	...	...	...	...
20	985.4	...	988.8	2019/5/20 21:24	982	2019/5/20 05:55	21.7	25.9	2019/5/20 01:35	15.2	2019/5/20 13:21	...	93	83	2019/5/20 23:36	1.3	21	11.3	18	2019/5/20 11:17	34.5	...	...	...	...	...	...	...	...	...	...	...	...	...
21	987.2	...	988.3	2019/5/21 10:24	986.1	2019/5/21 16:33	20.6	23.7	2019/5/21 12:44	14.4	2019/5/21 02:15	...	65	49	2019/5/21 15:57	2.5	29	11.3	36	2019/5/21 09:34	0	...	...	...	...	...	...	...	...	...	...	...	...	...
22	986.7	...	987.7	2019/5/22 00:02	985.3	2019/5/22 16:26	20.7	23.9	2019/5/22 14:54	15	2019/5/22 23:52	...	75	60	2019/5/22 09:59	0.4	28	2.8	120	2019/5/22 12:50	0	...	...	...	...	...	...	...	...	...	...	...	...	...
23	988	...	989.8	2019/5/23 09:51	986.3	2019/5/23 03:07	21.9	25.2	2019/5/23 15:30	14.5	2019/5/23 10:01	...	88	72	2019/5/23 15:05	0.7	6	5.1	98	2019/5/23 21:52	1.5	...	...	...	...	...	...	...	...	...	...	...	...	...
24	988.2	...	989.8	2019/5/24 09:42	986.8	2019/5/24 17:24	24.6	29.1	2019/5/24 11:08	17.6	2019/5/24 00:03	...	79	54	2019/5/24 12:30	0.6	75	3.9	87	2019/5/24 00:03	0	...	...	...	...	...	...	...	...	...	...	...	...	...
25	987.6	...	988.8	2019/5/25 09:13	986.5	2019/5/25 17:18	24.3	29.9	2019/5/25 10:34	16.3	2019/5/25 05:30	...	85	58	2019/5/25 09:01	0.3	206	6.3	211	2019/5/25 14:11	17.5	...	...	...	...	...	...	...	...	...	...	...	...	...
26	986.6	...	987.9	2019/5/26 10:02	985.4	2019/5/26 15:55	24.7	28.6	2019/5/26 11:47	15.8	2019/5/26 05:22	...	84	64	2019/5/26 11:41	0.6	211	5.5	38	2019/5/26 15:06	0	...	...	...	...	...	...	...	...	...	...	...	...	...
27	986	...	987.1	2019/5/27 07:10	984.8	2019/5/27 15:56	24.9	28.1	2019/5/27 11:44	17.8	2019/5/27 00:31	...	90	67	2019/5/27 11:40	0.7	229	3.9	216	2019/5/27 10:53	8	...	...	...	...	...	...	...	...	...	...	...	...	...
28	987.2	...	989.8	2019/5/28 22:03	985.1	2019/5/28 03:11	22	24.6	2019/5/28 08:07	15	2019/5/28 17:21	...	97	89	2019/5/28 04:22	0.9	36	5.9	41	2019/5/28 23:01	68	...	...	...	...	...	...	...	...	...	...	...	...	...
29	988.2	...	989.4	2019/5/29 09:55	986.9	2019/5/29 03:48	20	21.7	2019/5/29 10:14	13.8	2019/5/29 19:30	...	80	69	2019/5/29 17:48	2	27	7.7	43	2019/5/29 07:07	0	...	...	...	...	...	...	...	...	...	...	...	...	...
30	986.8	...	988.3	2019/5/30 08:51	984.6	2019/5/30 16:20	23.2	27.8	2019/5/30 12:38	14	2019/5/30 01:15	...	82	64	2019/5/30 11:15	0.3	35	2.7	79	2019/5/30 10:03	0	...	...	...	...	...	...	...	...	...	...	...	...	...
31	985.8	...	987.1	2019/5/31 22:03	984.4	2019/5/31 15:23	26	30.7	2019/5/31 12:14	18.2	2019/5/31 01:11	...	79	53	2019/5/31 12:11	0.6	234	4.7	212	2019/5/31 12:03	0	...	...	...	...	...	...	...	...	...	...	...	...	...
