ObsTime,StnPres,SeaPres,StnPresMax,StnPresMaxTime,StnPresMin,StnPresMinTime,Temperature,T Max,T Max Time,T Min,T Min Time,Td dew point,RH,RHMin,RHMinTime,WS,WD,WSGust,WDGust,WGustTime,Precp,PrecpHour,PrecpMax10,PrecpMax10Time,PrecpMax60,PrecpMax60Time,SunShine,SunShineRate,GloblRad,VisbMean,EvapA,UVI Max,UVI Max Time,Cloud Amount
11,985.6,...,987.2,2010-06-11 21:41,984.1,2010-06-11 02:27,22.1,23.4,2010-06-11 02:13,20.8,2010-06-11 23:43,...,97,94,2010-06-11 22:21,0.8,339,5.9,351,2010-06-11 10:45,26.0,...,...,...,...,...,/,...,...,...,...,...,...,...
12,985.5,...,986.9,2010-06-12 10:19,984.1,2010-06-12 18:52,21.8,23.9,2010-06-12 16:34,19.9,2010-06-12 06:13,...,96,91,2010-06-12 16:30,0.5,5,5.2,353,2010-06-12 05:56,13.0,...,...,...,...,...,/,...,...,...,...,...,...,...
13,984.7,...,985.9,2010-06-13 09:08,983.1,2010-06-13 16:04,23.6,25.5,2010-06-13 23:37,22.6,2010-06-13 06:54,...,96,83,2010-06-13 23:36,0.4,106,5.2,231,2010-06-13 23:44,54.0,...,...,...,...,...,/,...,...,...,...,...,...,...
14,983.7,...,985.7,2010-06-14 09:04,981.4,2010-06-14 18:03,24.8,27.7,2010-06-14 22:05,22.8,2010-06-14 02:37,...,87,59,2010-06-14 22:11,1.5,231,12.3,220,2010-06-14 21:25,19.0,...,...,...,...,...,/,...,...,...,...,...,...,...
15,983.4,...,984.7,2010-06-15 22:40,981.9,2010-06-15 03:59,24.6,27.7,2010-06-15 15:03,22.2,2010-06-15 03:45,...,85,62,2010-06-15 20:23,0.9,227,80.3,353,2010-06-15 19:56,2.0,...,...,...,...,...,/,...,...,...,...,...,...,...
16,984.3,...,985.5,2010-06-16 21:44,982.7,2010-06-16 03:32,26.3,29.6,2010-06-16 14:38,23.0,2010-06-16 05:21,...,78,65,2010-06-16 14:35,0.6,219,7.2,220,2010-06-16 14:47,0.5,...,...,...,...,...,/,...,...,...,...,...,...,...
17,984.5,...,986.5,2010-06-17 06:52,983.2,2010-06-17 18:52,27.2,30.2,2010-06-17 16:43,23.6,2010-06-17 08:08,...,78,60,2010-06-17 16:44,1.4,230,13.9,228,2010-06-17 15:27,1.5,...,...,...,...,...,/,...,...,...,...,...,...,...
18,984.1,...,985.4,2010-06-18 22:46,983.0,2010-06-18 02:27,28.0,31.2,2010-06-18 12:41,24.9,2010-06-18 03:16,...,67,56,2010-06-18 10:50,2.6,230,13.2,219,2010-06-18 09:53,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
19,985.1,...,986.7,2010-06-19 09:11,983.9,2010-06-19 01:49,27.7,31.7,2010-06-19 13:02,23.5,2010-06-19 04:58,...,67,54,2010-06-19 10:57,1.4,215,9.8,227,2010-06-19 14:17,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
20,984.6,...,985.8,2010-06-20 08:15,983.3,2010-06-20 01:20,27.5,31.1,2010-06-20 10:57,23.4,2010-06-20 04:44,...,73,53,2010-06-20 10:53,1.4,228,25.9,171,2010-06-20 15:00,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
21,985.1,...,987.5,2010-06-21 18:52,983.4,2010-06-21 14:59,27.3,31.8,2010-06-21 12:55,23.8,2010-06-21 19:35,...,74,53,2010-06-21 14:09,1.3,214,10.8,233,2010-06-21 14:11,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
22,986.4,...,988.1,2010-06-22 20:47,984.5,2010-06-22 15:15,27.0,31.8,2010-06-22 14:00,23.4,2010-06-22 05:20,...,75,55,2010-06-22 08:42,0.8,112,7.4,235,2010-06-22 10:03,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
23,985.2,...,987.6,2010-06-23 00:02,983.4,2010-06-23 14:51,26.8,31.4,2010-06-23 14:11,24.1,2010-06-23 02:56,...,78,55,2010-06-23 13:06,0.7,56,8.2,227,2010-06-23 14:46,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
24,981.6,...,984.0,2010-06-24 00:01,980.1,2010-06-24 16:47,25.9,30.0,2010-06-24 12:15,24.0,2010-06-24 05:43,...,83,57,2010-06-24 12:36,1.0,191,12.2,221,2010-06-24 13:35,3.5,...,...,...,...,...,/,...,...,...,...,...,...,...
25,980.3,...,982.3,2010-06-25 21:54,978.8,2010-06-25 04:49,24.7,27.2,2010-06-25 07:40,23.6,2010-06-25 10:55,...,88,64,2010-06-25 07:38,0.7,205,39.2,159,2010-06-25 12:52,12.5,...,...,...,...,...,/,...,...,...,...,...,...,...
26,984.0,...,987.0,2010-06-26 22:35,980.2,2010-06-26 01:12,26.8,31.0,2010-06-26 11:43,23.4,2010-06-26 03:38,...,78,55,2010-06-26 10:13,0.9,219,6.6,227,2010-06-26 11:43,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
27,986.1,...,987.5,2010-06-27 18:20,985.1,2010-06-27 13:34,26.5,33.4,2010-06-27 11:41,23.8,2010-06-27 22:42,...,84,47,2010-06-27 11:47,0.7,327,7.8,196,2010-06-27 05:30,60.0,...,...,...,...,...,/,...,...,...,...,...,...,...
28,986.1,...,987.6,2010-06-28 22:00,984.7,2010-06-28 18:52,27.0,32.8,2010-06-28 10:26,24.0,2010-06-29 00:00,...,84,54,2010-06-28 10:22,0.7,316,17.9,11,2010-06-28 11:54,1.5,...,...,...,...,...,/,...,...,...,...,...,...,...
29,986.7,...,987.8,2010-06-29 10:10,985.4,2010-06-29 03:47,26.9,29.6,2010-06-29 09:21,24.2,2010-06-29 04:41,...,83,65,2010-06-29 08:03,0.6,203,8.6,223,2010-06-29 09:01,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
30,985.9,...,987.2,2010-06-30 07:11,984.4,2010-06-30 17:03,28.0,32.7,2010-06-30 12:33,24.4,2010-06-30 03:58,...,77,55,2010-06-30 11:27,1.0,231,13.6,189,2010-06-30 02:02,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
