ObsTime,StnPres,SeaPres,StnPresMax,StnPresMaxTime,StnPresMin,StnPresMinTime,Temperature,T Max,T Max Time,T Min,T Min Time,Td dew point,RH,RHMin,RHMinTime,WS,WD,WSGust,WDGust,WGustTime,Precp,PrecpHour,PrecpMax10,PrecpMax10Time,PrecpMax60,PrecpMax60Time,SunShine,SunShineRate,GloblRad,VisbMean,EvapA,UVI Max,UVI Max Time,Cloud Amount
11,983.5,...,986.2,2013/5/11 23:21,980.7,2013/5/11 04:46,21.2,24.3,2013/5/11 00:13,19.9,2013/5/11 17:20,...,95,89,2013/5/11 00:15,1.2,7,6.1,7,2013/5/11 07:41,134,...,...,...,...,...,...,...,...,...,...,...,...,...
12,985.5,...,986.6,2013/5/12 10:12,984.4,2013/5/12 04:28,21.1,21.9,2013/5/12 16:54,20.2,2013/5/12 00:25,...,96,95,2013/5/12 13:14,0.4,21,2.7,112,2013/5/12 06:59,30,...,...,...,...,...,...,...,...,...,...,...,...,...
13,985,...,986,2013/5/13 09:04,984,2013/5/13 16:24,22.8,25,2013/5/13 12:46,20.9,2013/5/13 05:14,...,93,85,2013/5/13 12:48,0.4,1,3.4,347,2013/5/13 16:01,3,...,...,...,...,...,...,...,...,...,...,...,...,...
14,984.7,...,986.2,2013/5/14 09:38,983.2,2013/5/14 16:12,24.6,28.5,2013/5/14 14:08,21.4,2013/5/14 02:37,...,86,68,2013/5/14 14:10,0.6,220,4.4,1,2013/5/14 15:31,0,...,...,...,...,...,...,...,...,...,...,...,...,...
15,984.1,...,985.6,2013/5/15 11:02,982.8,2013/5/15 17:03,24.1,29,2013/5/15 10:14,22.1,2013/5/15 03:19,...,89,67,2013/5/15 10:26,0.6,222,4,23,2013/5/15 14:34,18.5,...,...,...,...,...,...,...,...,...,...,...,...,...
16,983.5,...,984.9,2013/5/16 11:13,981.8,2013/5/16 03:26,24.8,27.1,2013/5/16 16:51,22.3,2013/5/16 04:02,...,90,79,2013/5/16 09:15,0.3,124,2.4,232,2013/5/16 12:09,2,...,...,...,...,...,...,...,...,...,...,...,...,...
17,983.8,...,985.8,2013/5/17 22:01,982.5,2013/5/17 15:30,25.8,30.7,2013/5/17 13:03,23,2013/5/17 02:29,...,85,63,2013/5/17 12:59,1.3,248,9.4,240,2013/5/17 10:45,14,...,...,...,...,...,...,...,...,...,...,...,...,...
18,982.6,...,984.9,2013/5/18 00:16,980.3,2013/5/18 18:21,26.4,29.9,2013/5/18 16:09,23.6,2013/5/18 03:36,...,85,73,2013/5/18 21:24,1.2,232,11.2,239,2013/5/18 17:57,0,...,...,...,...,...,...,...,...,...,...,...,...,...
19,980.7,...,982.3,2013/5/19 10:21,979.3,2013/5/19 04:25,27.3,29.7,2013/5/19 14:40,24.1,2013/5/19 23:28,...,77,64,2013/5/19 15:41,2.7,234,13.5,249,2013/5/19 08:42,1.5,...,...,...,...,...,...,...,...,...,...,...,...,...
20,981.5,...,984.6,2013/5/20 22:31,980,2013/5/20 17:59,26.3,31.4,2013/5/20 12:37,21.7,2013/5/20 23:52,...,81,57,2013/5/20 10:45,1.5,233,12.1,225,2013/5/20 10:43,36,...,...,...,...,...,...,...,...,...,...,...,...,...
21,983,...,985.6,2013/5/21 20:57,980.6,2013/5/21 03:37,24.2,27.5,2013/5/21 11:30,21.5,2013/5/21 00:16,...,90,77,2013/5/21 12:12,1.2,223,10.8,238,2013/5/21 16:59,17,...,...,...,...,...,...,...,...,...,...,...,...,...
22,984.3,...,985.8,2013/5/22 23:42,982.6,2013/5/22 17:10,24.1,26.4,2013/5/22 10:51,22.8,2013/5/22 14:53,...,92,81,2013/5/22 10:52,0.6,233,9.3,250,2013/5/22 14:46,41.5,...,...,...,...,...,...,...,...,...,...,...,...,...
23,985.7,...,987.6,2013/5/23 23:01,984.3,2013/5/23 04:18,25.3,28.9,2013/5/23 14:11,23.1,2013/5/23 05:49,...,86,66,2013/5/23 14:12,0.9,235,9,238,2013/5/23 14:11,0.5,...,...,...,...,...,...,...,...,...,...,...,...,...
24,987,...,988.7,2013/5/24 09:41,985.5,2013/5/24 16:29,24.6,27.4,2013/5/24 13:12,22.5,2013/5/24 23:58,...,86,73,2013/5/24 16:11,1.3,359,6.5,37,2013/5/24 21:55,0,...,...,...,...,...,...,...,...,...,...,...,...,...
25,986.6,...,987.9,2013/5/25 21:59,984.8,2013/5/25 16:09,25.3,30.4,2013/5/25 13:58,21.1,2013/5/25 04:40,...,75,54,2013/5/25 14:52,1.2,70,6.3,360,2013/5/25 13:24,0,...,...,...,...,...,...,...,...,...,...,...,...,...
26,985.7,...,987.1,2013/5/26 00:01,984.5,2013/5/26 16:18,25.6,29.1,2013/5/26 14:14,22.2,2013/5/26 02:09,...,80,66,2013/5/26 14:51,0.8,233,6.6,231,2013/5/26 16:22,0,...,...,...,...,...,...,...,...,...,...,...,...,...
27,983.8,...,985.3,2013/5/27 00:02,981.9,2013/5/27 15:58,27.7,32.7,2013/5/27 12:06,23,2013/5/27 04:17,...,72,53,2013/5/27 12:06,1.7,234,10.1,246,2013/5/27 18:35,0,...,...,...,...,...,...,...,...,...,...,...,...,...
28,985.8,...,988.7,2013/5/28 22:41,984.2,2013/5/28 00:42,28.3,33.2,2013/5/28 13:38,24.4,2013/5/28 03:54,...,71,49,2013/5/28 13:26,1.6,233,11,230,2013/5/28 13:27,0,...,...,...,...,...,...,...,...,...,...,...,...,...
29,987.8,...,989.7,2013/5/29 22:52,986.3,2013/5/29 15:25,27.6,32.2,2013/5/29 11:50,24.4,2013/5/29 05:19,...,77,59,2013/5/29 08:36,0.7,123,7,237,2013/5/29 11:49,0,...,...,...,...,...,...,...,...,...,...,...,...,...
30,987.5,...,988.9,2013/5/30 00:04,986.1,2013/5/30 14:37,28.1,33,2013/5/30 12:15,24,2013/5/30 04:02,...,74,54,2013/5/30 11:34,1,229,5.4,230,2013/5/30 14:28,0,...,...,...,...,...,...,...,...,...,...,...,...,...
31,986.1,...,988,2013/6/1 00:00,984.2,2013/5/31 17:43,28.2,32.6,2013/5/31 11:59,24.8,2013/5/31 04:32,...,74,53,2013/5/31 11:52,1.2,232,6.6,230,2013/5/31 11:07,0,...,...,...,...,...,...,...,...,...,...,...,...,...
