ObsTime	StnPres	SeaPres	StnPresMax	StnPresMaxTime	StnPresMin	StnPresMinTime	Temperature	T Max	T Max Time	T Min	T Min Time	Td dew point	RH	RHMin	RHMinTime	WS	WD	WSGust	WDGust	WGustTime	Precp	PrecpHour	PrecpMax10	PrecpMax10Time	PrecpMax60	PrecpMax60Time	SunShine	SunShineRate	GloblRad	VisbMean	EvapA	UVI Max	UVI Max Time	Cloud Amount
16	985.7	...	987.7	2020/6/16 00:01	984.1	2020/6/16 16:13	28.2	32.8	2020/6/16 13:29	24.3	2020/6/16 05:11	...	73	51	2020/6/16 12:19	0.7	213	7.3	216	2020/6/16 10:44	0	...	...	...	...	...	...	...	...	...	...	...	...	...
17	984.3	...	985.5	2020/6/17 22:34	982.9	2020/6/17 15:44	28.6	32.6	2020/6/17 11:41	23.7	2020/6/17 00:02	...	72	58	2020/6/17 15:51	0.8	228	7.2	224	2020/6/17 15:32	0	...	...	...	...	...	...	...	...	...	...	...	...	...
18	984.3	...	986.2	2020/6/18 08:24	982.5	2020/6/18 16:54	28.6	33.1	2020/6/18 14:44	23.8	2020/6/18 04:16	...	73	57	2020/6/18 10:06	0.7	234	6.8	223	2020/6/18 12:19	0	...	...	...	...	...	...	...	...	...	...	...	...	...
19	984.9	...	986.1	2020/6/19 22:06	984	2020/6/19 15:45	28.8	32.4	2020/6/19 10:39	23.7	2020/6/19 02:42	...	71	56	2020/6/19 10:41	0.7	232	7.8	212	2020/6/19 12:57	0	...	...	...	...	...	...	...	...	...	...	...	...	...
20	984.5	...	985.9	2020/6/20 10:13	982.8	2020/6/20 16:17	29	32.4	2020/6/20 13:27	25.1	2020/6/20 05:30	...	72	57	2020/6/20 10:39	0.6	228	7.1	216	2020/6/20 10:09	0	...	...	...	...	...	...	...	...	...	...	...	...	...
21	981.8	...	983.9	2020/6/21 00:27	979.2	2020/6/21 17:09	28.8	33.3	2020/6/21 14:07	24.5	2020/6/21 05:06	...	71	53	2020/6/21 14:27	0.8	223	8.1	216	2020/6/21 15:11	0	...	...	...	...	...	...	...	...	...	...	...	...	...
22	982.3	...	983.8	2020/6/22 22:00	981.4	2020/6/22 03:14	28.9	33.5	2020/6/22 11:09	24.6	2020/6/22 03:50	...	71	55	2020/6/22 11:09	0.9	234	8.3	219	2020/6/22 15:05	0	...	...	...	...	...	...	...	...	...	...	...	...	...
23	983	...	983.9	2020/6/23 22:55	982	2020/6/23 15:59	29.7	34.5	2020/6/23 12:21	24.1	2020/6/23 05:30	...	69	49	2020/6/23 11:38	0.8	237	7.4	221	2020/6/23 08:48	0	...	...	...	...	...	...	...	...	...	...	...	...	...
24	982.6	...	983.9	2020/6/24 07:50	981.1	2020/6/24 15:53	29.2	34	2020/6/24 12:20	24.5	2020/6/24 06:01	...	74	52	2020/6/24 12:03	0.8	195	8.7	215	2020/6/24 11:14	0	...	...	...	...	...	...	...	...	...	...	...	...	...
25	983.5	...	985.4	2020/6/25 22:33	982.1	2020/6/25 15:48	29.3	33.7	2020/6/25 11:23	24.5	2020/6/25 04:51	...	72	54	2020/6/25 11:22	0.7	229	8.1	221	2020/6/25 09:27	0	...	...	...	...	...	...	...	...	...	...	...	...	...
26	985.7	...	987.3	2020/6/26 22:15	984.5	2020/6/26 14:00	28	33.6	2020/6/26 13:01	23.8	2020/6/26 23:41	...	77	52	2020/6/26 11:46	0.4	213	6.1	221	2020/6/26 11:23	0	...	...	...	...	...	...	...	...	...	...	...	...	...
27	985.6	...	986.8	2020/6/27 09:19	984	2020/6/27 14:55	28.8	33.1	2020/6/27 11:02	23.3	2020/6/27 04:51	...	75	55	2020/6/27 10:26	0.5	232	9	220	2020/6/27 12:36	0	...	...	...	...	...	...	...	...	...	...	...	...	...
28	984.6	...	986	2020/6/28 08:45	983.5	2020/6/28 23:50	28.8	33.9	2020/6/28 11:29	24.3	2020/6/28 03:51	...	74	47	2020/6/28 10:33	0.5	212	6.5	224	2020/6/28 12:52	0	...	...	...	...	...	...	...	...	...	...	...	...	...
29	982.5	...	984.2	2020/6/29 07:32	981	2020/6/29 16:51	29.5	34.3	2020/6/29 12:01	24.6	2020/6/29 00:32	...	72	55	2020/6/29 11:34	0.7	231	9.3	224	2020/6/29 09:18	0	...	...	...	...	...	...	...	...	...	...	...	...	...
30	981.7	...	983.3	2020/6/30 22:16	980.4	2020/6/30 16:36	29.3	33.1	2020/6/30 12:47	25.5	2020/6/30 02:49	...	76	58	2020/6/30 10:16	0.7	230	6.6	209	2020/6/30 10:04	0	...	...	...	...	...	...	...	...	...	...	...	...	...
