ObsTime	StnPres	SeaPres	StnPresMax	StnPresMaxTime	StnPresMin	StnPresMinTime	Temperature	T Max	T Max Time	T Min	T Min Time	Td dew point	RH	RHMin	RHMinTime	WS	WD	WSGust	WDGust	WGustTime	Precp	PrecpHour	PrecpMax10	PrecpMax10Time	PrecpMax60	PrecpMax60Time	SunShine	SunShineRate	GloblRad	VisbMean	EvapA	UVI Max	UVI Max Time	Cloud Amount
11	985	...	987.5	2021/6/11 22:16	983.6	2021/6/11 16:05	27.7	31.4	2021/6/11 09:43	22.2	2021/6/11 05:12	...	74	56	2021/6/11 17:12	1	2	7.2	30	2021/6/11 12:08	0	...	...	...	...	...	...	...	...	...	...	...	...	...
12	987.2	...	989.2	2021/6/12 21:04	985.7	2021/6/12 16:41	27.8	32.3	2021/6/12 11:55	23	2021/6/12 04:02	...	79	55	2021/6/12 10:13	0.8	218	6.4	226	2021/6/12 20:54	1.5	...	...	...	...	...	...	...	...	...	...	...	...	...
13	986.6	...	988.9	2021/6/13 08:17	984.2	2021/6/13 16:46	27.7	31.8	2021/6/13 13:30	23.6	2021/6/13 02:01	...	81	66	2021/6/13 12:34	0.9	232	4.9	232	2021/6/13 14:45	0	...	...	...	...	...	...	...	...	...	...	...	...	...
14	982.8	...	985.4	2021/6/14 00:04	980.5	2021/6/14 17:24	28.5	32.6	2021/6/14 11:47	24.2	2021/6/14 03:15	...	74	58	2021/6/14 11:08	1.2	233	7.4	233	2021/6/14 10:41	0	...	...	...	...	...	...	...	...	...	...	...	...	...
15	980.4	...	981.5	2021/6/16 00:00	979.2	2021/6/15 16:30	29	32	2021/6/15 12:42	25.2	2021/6/15 01:04	...	73	61	2021/6/15 10:01	1.7	229	9.2	229	2021/6/15 12:25	0	...	...	...	...	...	...	...	...	...	...	...	...	...
16	981.4	...	982.9	2021/6/16 22:35	979.5	2021/6/16 02:29	29.7	33.1	2021/6/16 13:46	26	2021/6/16 01:23	...	66	52	2021/6/16 21:20	2.5	234	13.1	230	2021/6/16 11:52	0	...	...	...	...	...	...	...	...	...	...	...	...	...
17	982.7	...	983.9	2021/6/17 09:36	981.4	2021/6/17 14:16	29.9	34	2021/6/17 12:47	25.6	2021/6/17 04:42	...	68	55	2021/6/17 11:46	2.2	231	10.4	239	2021/6/17 08:20	0	...	...	...	...	...	...	...	...	...	...	...	...	...
18	981.4	...	983.1	2021/6/18 00:28	979.4	2021/6/18 16:27	30.1	34.2	2021/6/18 13:20	25.7	2021/6/18 04:32	...	67	53	2021/6/18 16:41	2.3	232	10.9	225	2021/6/18 10:46	0	...	...	...	...	...	...	...	...	...	...	...	...	...
19	979.3	...	980.8	2021/6/19 00:01	977.2	2021/6/19 16:22	30.1	33.5	2021/6/19 14:43	26.1	2021/6/19 02:22	...	66	53	2021/6/19 14:32	2.3	234	11.9	231	2021/6/19 11:21	0	...	...	...	...	...	...	...	...	...	...	...	...	...
20	978.4	...	979.7	2021/6/20 23:30	976.3	2021/6/20 17:01	29.4	33	2021/6/20 11:17	23.7	2021/6/20 05:20	...	70	56	2021/6/20 12:01	1.7	231	9.1	222	2021/6/20 13:50	0	...	...	...	...	...	...	...	...	...	...	...	...	...
21	979.1	...	981.5	2021/6/21 22:30	977.8	2021/6/21 15:11	28.9	31.9	2021/6/21 12:38	24.2	2021/6/21 04:31	...	72	59	2021/6/21 12:12	1.9	232	11.6	227	2021/6/21 12:08	0	...	...	...	...	...	...	...	...	...	...	...	...	...
22	981.5	...	984	2021/6/22 22:14	979.1	2021/6/22 01:39	25.9	30	2021/6/22 10:59	21.1	2021/6/22 22:41	...	89	66	2021/6/22 11:10	0.8	231	7.3	229	2021/6/22 14:25	8	...	...	...	...	...	...	...	...	...	...	...	...	...
23	984.1	...	986	2021/6/23 20:50	982	2021/6/23 03:28	23.6	27.5	2021/6/23 10:56	19.7	2021/6/23 18:31	...	95	78	2021/6/23 11:16	1.4	101	8.1	106	2021/6/23 15:56	14	...	...	...	...	...	...	...	...	...	...	...	...	...
24	984.2	...	985.6	2021/6/24 21:55	983.1	2021/6/24 16:55	23.8	27	2021/6/24 09:47	20.5	2021/6/24 01:30	...	95	80	2021/6/24 09:41	0.9	29	6.3	37	2021/6/24 09:39	15.5	...	...	...	...	...	...	...	...	...	...	...	...	...
25	983.9	...	985.2	2021/6/25 22:14	982.6	2021/6/25 16:30	24.8	28.9	2021/6/25 10:36	22.6	2021/6/25 16:51	...	93	73	2021/6/25 10:38	0.4	13	3.5	22	2021/6/25 11:59	2	...	...	...	...	...	...	...	...	...	...	...	...	...
26	983.7	...	985	2021/6/26 08:45	982.4	2021/6/26 16:14	26.9	31.5	2021/6/26 13:26	21.4	2021/6/26 05:22	...	80	63	2021/6/26 13:47	1.4	233	10.9	230	2021/6/26 14:01	0	...	...	...	...	...	...	...	...	...	...	...	...	...
27	982.1	...	984.5	2021/6/28 00:00	980.2	2021/6/27 16:54	28.9	32.9	2021/6/27 12:25	22.2	2021/6/27 05:11	...	70	54	2021/6/27 17:02	2	233	10.5	224	2021/6/27 13:56	0	...	...	...	...	...	...	...	...	...	...	...	...	...
28	980.6	...	982	2021/6/28 09:42	979.3	2021/6/28 16:17	28.4	31.6	2021/6/28 14:21	25.9	2021/6/28 05:12	...	69	53	2021/6/28 16:31	2.2	233	13.6	225	2021/6/28 09:31	0	...	...	...	...	...	...	...	...	...	...	...	...	...
29	981.4	...	982.6	2021/6/29 07:28	980.2	2021/6/29 15:40	28.7	32.2	2021/6/29 14:11	25.3	2021/6/29 07:41	...	70	57	2021/6/29 16:39	2.5	234	12.7	220	2021/6/29 16:26	0	...	...	...	...	...	...	...	...	...	...	...	...	...
30	982.3	...	983.5	2021/6/30 23:51	981.2	2021/6/30 16:06	28.8	32.4	2021/6/30 10:59	23.9	2021/6/30 04:51	...	74	61	2021/6/30 10:48	1.6	233	10.3	225	2021/6/30 09:45	0	...	...	...	...	...	...	...	...	...	...	...	...	...
